Giới tính của bạn:,Độ tuổi của bạn:,Trình độ học vấn cao nhất:,Tình trạng việc làm chính:,"Thu nhập bình quân tháng theo Hợp đồng lao động của bạn là bao nhiêu? (Vui lòng điền tổng thu nhập trước khi khấu trừ các loại Bảo hiểm (BHXH, BHYT, BHTN) và Thuế TNCN)","Số người phụ thuộc (con nhỏ, cha mẹ già...) đủ điều kiện giảm trừ gia cảnh:","Tôi tin rằng với các quy định quản lý thuế hiện nay, hành vi gian lận hoặc trốn thuế sẽ dễ dàng bị phát hiện và xử lý nghiêm. - HUMAN-ENF1","Tôi tin rằng Nhà nước, cơ quan thuế có đủ khả năng và công nghệ để phát hiện, xử lý nghiêm các hành vi trốn thuế. - HUMAN-ENF2","Các thủ tục khai báo thuế VÀ/HOẶC quy trình làm việc với cơ quan thuế đơn giản, tiện lợi, nhanh chóng hơn so với trước đây. - HUMAN-FAC1","So với trước đây, tôi thấy cách tính thuế và các bậc thuế trong phương án mới đơn giản, dễ hiểu và dễ thực hiện hơn. - HUMAN-FAC2","Tôi tin rằng Nhà nước, cơ quan thuế sẽ thực thi chính sách mới một cách khách quan, công tâm và đối xử bình đẳng với mọi người nộp thuế.  - HUMAN-TRU1",Tôi thấy mức thuế tôi phải đóng theo phương án mới là công bằng (người thu nhập như tôi đóng mức này là hợp lý). - HUMAN-TRU2,"Tôi tin tưởng số tiền thuế tôi đóng sẽ được Nhà nước sử dụng hiệu quả để cải thiện dịch vụ công (y tế, đường xá...). - HUMAN-TRU3","Tôi thấy Nhà nước đã giải thích rõ ràng, minh bạch về lý do và mục tiêu của việc sửa đổi thuế lần này. - HUMAN-TRU4","Sau khi xem xét các quyền lợi và nghĩa vụ, bạn có ủng hộ và tuân thủ chính sách mới hiện nay? - HUMAN-OUT1"
Nữ,28,Đại học,Chính thức,13325786.53,3,,,,,,,,,
Nam,35,Đại học,Chính thức,52619366.85,6,,,,,,,,,
Nữ,22,THPT,Phi chính thức,17578163.29,4,,,,,,,,,
Nữ,37,THPT,Phi chính thức,14032833.48,2,,,,,,,,,
Nam,42,THPT,Chính thức,12311771.05,1,,,,,,,,,
Nữ,44,Khác,Chính thức,14336371.66,3,,,,,,,,,
Nam,43,Khác,Chính thức,13271096.74,5,,,,,,,,,
Nam,38,THPT,Phi chính thức,14644908.36,4,,,,,,,,,
Nam,38,Khác,Phi chính thức,12716946,2,,,,,,,,,
Nam,51,Đại học,Chính thức,12879447.22,2,,,,,,,,,
Nữ,26,THPT,Chính thức,14437714.4,7,,,,,,,,,
Nam,28,Đại học,Phi chính thức,12689797.12,5,,,,,,,,,
Nam,50,Khác,Phi chính thức,15147015.58,2,,,,,,,,,
Nam,35,THPT,Chính thức,16796824.46,4,,,,,,,,,
Nam,42,THPT,Chính thức,15309124.77,4,,,,,,,,,
Nữ,21,THPT,Chính thức,12761932.76,4,,,,,,,,,
Nam,46,Đại học,Chính thức,20861266.29,4,,,,,,,,,
Nữ,45,Đại học,Chính thức,14154268.35,2,,,,,,,,,
Nam,33,Đại học,Chính thức,22906269.4,3,,,,,,,,,
Nam,32,Cao đẳng - Trung cấp nghề,Chính thức,22924581.01,3,,,,,,,,,
Nữ,22,Đại học,Chính thức,17136822.5,1,,,,,,,,,
Nam,64,THPT,Chính thức,23391785.64,1,,,,,,,,,
Nam,62,THPT,Chính thức,14596295.21,1,,,,,,,,,
Nam,29,Đại học,Chính thức,33579841.71,2,,,,,,,,,
Nam,40,Đại học,Chính thức,41713337.99,3,,,,,,,,,
Nữ,36,Thạc sĩ - Tiến sĩ,Chính thức,41582169.46,2,,,,,,,,,
Nam,36,Đại học,Chính thức,23634571.15,4,,,,,,,,,
Nữ,46,THPT,Chính thức,18960893.85,2,,,,,,,,,
Nữ,34,Đại học,Chính thức,74589518.49,3,,,,,,,,,
Nam,48,THPT,Chính thức,15921493.68,2,,,,,,,,,
Nữ,56,Cao đẳng - Trung cấp nghề,Chính thức,17799176.71,3,,,,,,,,,
Nữ,50,Đại học,Chính thức,73839585,2,,,,,,,,,
Nam,51,Đại học,Chính thức,54021973.93,2,,,,,,,,,
Nữ,43,Cao đẳng - Trung cấp nghề,Chính thức,21526174.22,2,,,,,,,,,
Nam,46,Đại học,Chính thức,28325555.92,2,,,,,,,,,
Nam,52,Khác,Chính thức,14424090.95,2,,,,,,,,,
Nữ,48,THPT,Chính thức,29356556.03,2,,,,,,,,,
Nam,52,Khác,Chính thức,17138586.69,2,,,,,,,,,
Nữ,52,Khác,Chính thức,15426443.2,1,,,,,,,,,
Nam,24,Đại học,Chính thức,15975497.4,2,,,,,,,,,
Nam,62,THPT,Chính thức,25341767.99,3,,,,,,,,,
Nam,48,Cao đẳng - Trung cấp nghề,Chính thức,24193230.36,2,,,,,,,,,
Nữ,45,Đại học,Chính thức,18894061.66,2,,,,,,,,,
Nam,39,Khác,Phi chính thức,12859649.12,4,,,,,,,,,
Nam,30,Đại học,Chính thức,22204738.26,2,,,,,,,,,
Nam,26,Cao đẳng - Trung cấp nghề,Chính thức,17579633.44,2,,,,,,,,,
Nữ,45,Cao đẳng - Trung cấp nghề,Chính thức,18494516.86,2,,,,,,,,,
Nam,47,THPT,Chính thức,52812787.09,2,,,,,,,,,
Nam,30,Đại học,Chính thức,18612249.12,3,,,,,,,,,
Nam,42,Thạc sĩ - Tiến sĩ,Chính thức,28079088.62,2,,,,,,,,,
Nữ,39,Đại học,Chính thức,22342747.78,2,,,,,,,,,
Nam,30,THPT,Chính thức,16198569.05,2,,,,,,,,,
Nam,28,THPT,Chính thức,19428305.4,2,,,,,,,,,
Nữ,26,Đại học,Chính thức,18378646.8,1,,,,,,,,,
Nữ,33,Đại học,Chính thức,15148191.71,3,,,,,,,,,
Nam,37,Đại học,Chính thức,18704427.89,3,,,,,,,,,
Nữ,37,Đại học,Chính thức,28077774.13,2,,,,,,,,,
Nam,38,Thạc sĩ - Tiến sĩ,Chính thức,28077774.13,2,,,,,,,,,
Nữ,50,Đại học,Chính thức,16584533.96,1,,,,,,,,,
Nam,54,Cao đẳng - Trung cấp nghề,Chính thức,17357737.92,2,,,,,,,,,
Nữ,36,THPT,Phi chính thức,16276487.31,6,,,,,,,,,
Nữ,61,THPT,Chính thức,30795377.37,2,,,,,,,,,
Nam,51,Cao đẳng - Trung cấp nghề,Chính thức,23511556.58,2,,,,,,,,,
Nam,38,Đại học,Phi chính thức,32031109.65,3,,,,,,,,,
Nữ,38,Đại học,Chính thức,19312124.97,2,,,,,,,,,
Nam,35,Thạc sĩ - Tiến sĩ,Chính thức,14599235.52,4,,,,,,,,,
Nam,41,Đại học,Chính thức,13703126.53,4,,,,,,,,,
Nam,49,Đại học,Chính thức,21992447.76,2,,,,,,,,,
Nữ,45,Đại học,Chính thức,21526174.22,2,,,,,,,,,
Nữ,36,Đại học,Chính thức,13324708.42,3,,,,,,,,,
Nam,30,Đại học,Chính thức,13324708.42,2,,,,,,,,,
Nam,38,Đại học,Chính thức,13325492.5,2,,,,,,,,,
Nữ,34,Đại học,Chính thức,12394001.76,1,,,,,,,,,
Nam,28,Đại học,Phi chính thức,14256983.24,2,,,,,,,,,
Nữ,39,Đại học,Chính thức,12497402.72,1,,,,,,,,,
Nam,33,Đại học,Chính thức,15499362.93,3,,,,,,,,,
Nam,37,Đại học,Chính thức,23511008.87,1,,,,,,,,,
Nữ,45,Đại học,Chính thức,19777674.32,1,,,,,,,,,
Nam,45,Đại học,Chính thức,22576039.73,1,,,,,,,,,
Nữ,47,Đại học,Chính thức,35284916.2,2,,,,,,,,,
Nam,48,Thạc sĩ - Tiến sĩ,Chính thức,32661545.62,1,,,,,,,,,
Nam,21,Cao đẳng - Trung cấp nghề,Chính thức,22808710.95,1,,,,,,,,,
Nữ,25,Cao đẳng - Trung cấp nghề,Chính thức,26970971.63,5,,,,,,,,,
Nam,29,Đại học,Phi chính thức,15921297.66,3,,,,,,,,,
Nữ,27,Đại học,Chính thức,13712241.5,2,,,,,,,,,
Nữ,47,Đại học,Chính thức,20242809.85,2,,,,,,,,,
Nam,48,Đại học,Chính thức,12717926.1,1,,,,,,,,,
Nữ,42,Thạc sĩ - Tiến sĩ,Chính thức,25732281.74,3,,,,,,,,,
Nam,30,Đại học,Chính thức,16326962.66,2,,,,,,,,,
Nữ,35,Đại học,Chính thức,17465451.34,2,,,,,,,,,
Nữ,26,Đại học,Chính thức,19661080.07,1,,,,,,,,,
Nam,44,Đại học,Chính thức,41188314.71,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,33580423.65,2,,,,,,,,,
Nữ,37,Đại học,Chính thức,23180943.51,2,,,,,,,,,
Nam,38,Đại học,Chính thức,17136136.43,2,,,,,,,,,
Nữ,28,Thạc sĩ - Tiến sĩ,Chính thức,17324512.4,4,,,,,,,,,
Nam,29,Đại học,Chính thức,17026462.81,2,,,,,,,,,
Nam,56,Thạc sĩ - Tiến sĩ,Chính thức,38171205.77,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,29684631.39,3,,,,,,,,,
Nam,42,Đại học,Chính thức,21158390.23,3,,,,,,,,,
Nữ,41,Đại học,Chính thức,25765801.29,3,,,,,,,,,
Nam,45,Đại học,Chính thức,37908403.17,4,,,,,,,,,
Nam,51,Đại học,Chính thức,49544134.08,4,,,,,,,,,
Nữ,45,Thạc sĩ - Tiến sĩ,Chính thức,20884854.13,1,,,,,,,,,
Nam,40,THPT,Chính thức,15695481.72,3,,,,,,,,,
Nam,40,Khác,Chính thức,21549968.96,5,,,,,,,,,
Nữ,27,THPT,Chính thức,13822895.23,5,,,,,,,,,
Nam,64,Đại học,Chính thức,29559426.01,2,,,,,,,,,
Nữ,61,Đại học,Chính thức,39481494.41,2,,,,,,,,,
Nam,30,Đại học,Chính thức,16970792.9,1,,,,,,,,,
Nam,33,Đại học,Chính thức,22225429.34,1,,,,,,,,,
Nữ,55,Thạc sĩ - Tiến sĩ,Chính thức,48076846.68,2,,,,,,,,,
Nam,29,Đại học,Chính thức,23275501.76,1,,,,,,,,,
Nữ,31,Đại học,Chính thức,29560302.33,1,,,,,,,,,
Nam,28,Đại học,Chính thức,26597436.74,2,,,,,,,,,
Nữ,41,Thạc sĩ - Tiến sĩ,Chính thức,22108524.73,2,,,,,,,,,
Nữ,37,Đại học,Chính thức,14271292.76,6,,,,,,,,,
Nam,42,THPT,Chính thức,13712927.57,4,,,,,,,,,
Nữ,29,Đại học,Chính thức,13138586.69,1,,,,,,,,,
Nam,30,Đại học,Chính thức,13105459.18,1,,,,,,,,,
Nam,42,Đại học,Chính thức,26596450.87,2,,,,,,,,,
Nữ,40,Đại học,Chính thức,27213714.54,2,,,,,,,,,
Nữ,50,THPT,Phi chính thức,17988930.27,5,,,,,,,,,
Nam,35,Cao đẳng - Trung cấp nghề,Chính thức,15645790.45,2,,,,,,,,,
Nam,51,Đại học,Chính thức,17051455.45,2,,,,,,,,,
Nữ,42,Đại học,Chính thức,15343722.43,2,,,,,,,,,
Nữ,45,Khác,Chính thức,12536606.88,4,,,,,,,,,
Nam,39,Đại học,Chính thức,35284916.2,2,,,,,,,,,
Nữ,28,Đại học,Chính thức,23391578.73,1,,,,,,,,,
Nam,54,Đại học,Chính thức,16584533.96,1,,,,,,,,,
Nam,46,THPT,Chính thức,22945582.45,4,,,,,,,,,
Nữ,24,Đại học,Chính thức,22575522.45,3,,,,,,,,,
Nam,33,Đại học,Chính thức,29558987.84,3,,,,,,,,,
Nam,45,Đại học,Chính thức,21642354.65,3,,,,,,,,,
Nữ,44,Đại học,Chính thức,14043614.62,2,,,,,,,,,
Nam,36,Đại học,Chính thức,24722970.75,5,,,,,,,,,
Nam,48,Đại học,Chính thức,21759466.17,2,,,,,,,,,
Nam,28,Đại học,Chính thức,13325492.5,3,,,,,,,,,
Nam,34,Khác,Chính thức,12583749.88,2,,,,,,,,,
Nam,25,Đại học,Chính thức,19835712.81,2,,,,,,,,,
Nam,25,Cao đẳng - Trung cấp nghề,Chính thức,13015583.65,3,,,,,,,,,
Nam,50,Đại học,Chính thức,21620422.1,2,,,,,,,,,
Nữ,45,Đại học,Chính thức,20536105.94,1,,,,,,,,,
Nam,54,THPT,Chính thức,15084975.01,4,,,,,,,,,
Nam,49,Thạc sĩ - Tiến sĩ,Chính thức,49126753.57,5,,,,,,,,,
Nam,53,THPT,Chính thức,19519553.07,5,,,,,,,,,
Nam,48,Đại học,Chính thức,37644320.3,6,,,,,,,,,
Nữ,51,Đại học,Chính thức,22225532.8,4,,,,,,,,,
Nam,50,THPT,Chính thức,15291972.95,3,,,,,,,,,
Nam,43,Đại học,Chính thức,28941395.55,3,,,,,,,,,
Nam,28,Đại học,Chính thức,18589282.02,3,,,,,,,,,
Nam,33,Khác,Chính thức,13325198.47,4,,,,,,,,,
Nam,30,Đại học,Chính thức,15342938.35,3,,,,,,,,,
Nam,41,Đại học,Chính thức,12536312.85,3,,,,,,,,,
Nữ,46,Đại học,Chính thức,13019308.05,4,,,,,,,,,
Nam,40,Khác,Phi chính thức,14311477.02,4,,,,,,,,,
Nam,27,Khác,Chính thức,13380966.38,2,,,,,,,,,
Nữ,41,Đại học,Chính thức,18351438.03,4,,,,,,,,,
Nam,49,Khác,Chính thức,12476820.54,2,,,,,,,,,
Nữ,32,THPT,Chính thức,12342252.28,2,,,,,,,,,
Nữ,31,Đại học,Chính thức,22357438.44,9,,,,,,,,,
Nam,37,Thạc sĩ - Tiến sĩ,Chính thức,17187101.83,4,,,,,,,,,
Nam,34,THPT,Phi chính thức,12790943.84,7,,,,,,,,,
Nữ,37,THPT,Chính thức,15291972.95,2,,,,,,,,,
Nam,42,THPT,Chính thức,20477446.72,5,,,,,,,,,
Nam,43,THPT,Phi chính thức,12608252.47,2,,,,,,,,,
Nữ,33,Đại học,Chính thức,27338481.76,2,,,,,,,,,
Nữ,34,Đại học,Chính thức,31527111.4,3,,,,,,,,,
Nam,27,Đại học,Chính thức,15742526.71,3,,,,,,,,,
Nam,25,THPT,Chính thức,12486131.53,5,,,,,,,,,
Nữ,34,THPT,Chính thức,13075762.03,5,,,,,,,,,
Nữ,39,Khác,Chính thức,14816916.59,1,,,,,,,,,
Nam,35,Đại học,Chính thức,15426051.16,4,,,,,,,,,
Nữ,50,Cao đẳng - Trung cấp nghề,Chính thức,21876060.42,1,,,,,,,,,
Nam,35,Đại học,Chính thức,20243844.4,1,,,,,,,,,
Nữ,35,Đại học,Chính thức,16916005.1,1,,,,,,,,,
Nam,37,Đại học,Chính thức,17800254.83,3,,,,,,,,,
Nam,31,THPT,Chính thức,23739511.45,4,,,,,,,,,
Nam,45,Đại học,Chính thức,22057314.3,5,,,,,,,,,
Nam,28,Đại học,Chính thức,15910418.5,5,,,,,,,,,
Nam,25,Khác,Chính thức,12485641.48,6,,,,,,,,,
Nam,53,THPT,Phi chính thức,15291384.89,4,,,,,,,,,
Nữ,53,Đại học,Chính thức,18116180.43,4,,,,,,,,,
Nam,47,Khác,Phi chính thức,14642458.1,4,,,,,,,,,
Nam,40,Đại học,Chính thức,16504949.52,5,,,,,,,,,
Nữ,42,Đại học,Chính thức,56859093.73,3,,,,,,,,,
Nữ,44,Đại học,Phi chính thức,12536410.86,4,,,,,,,,,
Nam,41,Khác,Phi chính thức,15818386.75,4,,,,,,,,,
Nam,30,Cao đẳng - Trung cấp nghề,Chính thức,13270802.71,5,,,,,,,,,
Nam,29,Khác,Chính thức,14720572.38,2,,,,,,,,,
Nam,34,Cao đẳng - Trung cấp nghề,Chính thức,14788983.63,3,,,,,,,,,
Nam,52,Khác,Phi chính thức,13074977.95,6,,,,,,,,,
Nam,50,Khác,Phi chính thức,16995001.47,1,,,,,,,,,
Nam,30,Khác,Chính thức,12584926,6,,,,,,,,,
Nam,42,Khác,Phi chính thức,15525335.69,4,,,,,,,,,
Nam,26,Khác,Phi chính thức,17485445.46,4,,,,,,,,,
Nam,42,Khác,Chính thức,16111731.84,4,,,,,,,,,
Nam,28,Khác,Chính thức,14544153.68,3,,,,,,,,,
Nam,51,THPT,Phi chính thức,15035087.72,6,,,,,,,,,
Nam,37,Khác,Chính thức,12585416.05,4,,,,,,,,,
Nam,33,Đại học,Phi chính thức,13619327.65,4,,,,,,,,,
Nam,60,Đại học,Chính thức,13518965.01,3,,,,,,,,,
Nam,50,Thạc sĩ - Tiến sĩ,Chính thức,22714566.52,2,,,,,,,,,
Nữ,40,Thạc sĩ - Tiến sĩ,Chính thức,15327060.67,2,,,,,,,,,
Nữ,29,Khác,Phi chính thức,14421640.69,2,,,,,,,,,
Nam,37,Thạc sĩ - Tiến sĩ,Chính thức,17235714.99,4,,,,,,,,,
Nữ,57,Đại học,Chính thức,13139566.79,2,,,,,,,,,
Nam,46,Cao đẳng - Trung cấp nghề,Chính thức,14233166.72,4,,,,,,,,,
Nam,41,Khác,Phi chính thức,12731059.49,4,,,,,,,,,
Nam,38,Đại học,Chính thức,15897971.18,3,,,,,,,,,
Nam,41,Đại học,Chính thức,14365186.71,3,,,,,,,,,
Nam,36,Khác,Chính thức,14741840.64,4,,,,,,,,,
Nam,42,Khác,Chính thức,12629814.76,3,,,,,,,,,
Nam,34,Khác,Chính thức,14004802.51,4,,,,,,,,,
Nam,40,Khác,Phi chính thức,17735960.01,4,,,,,,,,,
Nam,55,Đại học,Chính thức,15396452.02,4,,,,,,,,,
Nữ,52,Cao đẳng - Trung cấp nghề,Chính thức,13660982.06,3,,,,,,,,,
Nữ,44,Đại học,Chính thức,15378908.16,5,,,,,,,,,
Nam,50,Đại học,Chính thức,17597863.37,4,,,,,,,,,
Nữ,26,Đại học,Chính thức,13859159.07,4,,,,,,,,,
Nam,60,Đại học,Chính thức,14003430.36,4,,,,,,,,,
Nam,40,Khác,Phi chính thức,12485445.46,4,,,,,,,,,
Nam,36,Đại học,Chính thức,16525531.71,2,,,,,,,,,
Nữ,31,Đại học,Chính thức,14084975.01,2,,,,,,,,,
Nam,48,Đại học,Chính thức,22088454.38,4,,,,,,,,,
Nam,38,Khác,Phi chính thức,13465647.36,4,,,,,,,,,
Nam,42,THPT,Phi chính thức,13466039.4,4,,,,,,,,,
Nam,40,Khác,Chính thức,20099110.28,4,,,,,,,,,
Nam,37,THPT,Chính thức,16940017.64,3,,,,,,,,,
Nam,26,Đại học,Chính thức,15747035.19,2,,,,,,,,,
Nam,28,Đại học,Chính thức,24261255.34,3,,,,,,,,,
Nam,30,Đại học,Chính thức,17288346.56,5,,,,,,,,,
Nam,52,Đại học,Chính thức,13385474.86,3,,,,,,,,,
Nam,43,Đại học,Chính thức,12487601.69,4,,,,,,,,,
Nữ,34,Thạc sĩ - Tiến sĩ,Chính thức,15202685.48,5,,,,,,,,,
Nữ,30,Đại học,Chính thức,17979826.19,7,,,,,,,,,
Nam,41,Đại học,Chính thức,12878369.11,4,,,,,,,,,
Nam,57,Khác,Chính thức,23301986.34,2,,,,,,,,,
Nam,44,Đại học,Chính thức,26394457.22,4,,,,,,,,,
Nam,62,Khác,Phi chính thức,21889819.99,2,,,,,,,,,
Nam,46,Khác,Phi chính thức,13466627.46,3,,,,,,,,,
Nữ,28,Đại học,Chính thức,14686072.72,3,,,,,,,,,
Nam,27,THPT,Chính thức,15236009.02,4,,,,,,,,,
Nữ,36,THPT,Chính thức,12395765.95,6,,,,,,,,,
Nữ,30,THPT,Chính thức,23506189.07,5,,,,,,,,,
Nam,34,THPT,Chính thức,13952660.98,5,,,,,,,,,
Nam,36,Đại học,Chính thức,15334509.46,4,,,,,,,,,
Nam,38,Đại học,Chính thức,20587109.46,4,,,,,,,,,
Nam,43,Khác,Phi chính thức,13184357.54,3,,,,,,,,,
Nam,27,Đại học,Chính thức,12925414.09,5,,,,,,,,,
Nữ,45,Đại học,Chính thức,12505047.54,5,,,,,,,,,
Nam,37,Khác,Phi chính thức,12830442.03,4,,,,,,,,,
Nam,28,THPT,Chính thức,18417028.76,4,,,,,,,,,
Nữ,43,Đại học,Chính thức,13231500.54,2,,,,,,,,,
Nam,45,Đại học,Chính thức,13924826.03,2,,,,,,,,,
Nam,55,Khác,Phi chính thức,20675253.47,4,,,,,,,,,
Nam,45,Đại học,Chính thức,17879577.9,4,,,,,,,,,
Nam,31,Đại học,Chính thức,14539841.22,3,,,,,,,,,
Nam,50,Đại học,Chính thức,13223267.67,4,,,,,,,,,
Nam,50,Đại học,Chính thức,21470618.66,4,,,,,,,,,
Nam,60,Khác,Phi chính thức,34298999.07,4,,,,,,,,,
Nam,41,Đại học,Phi chính thức,20446306.64,3,,,,,,,,,
Nữ,38,Đại học,Phi chính thức,20446306.64,3,,,,,,,,,
Nữ,37,Khác,Phi chính thức,14056551.99,5,,,,,,,,,
Nam,50,Đại học,Chính thức,15622954.03,4,,,,,,,,,
Nam,47,Thạc sĩ - Tiến sĩ,Chính thức,13020876.21,3,,,,,,,,,
Nam,31,Cao đẳng - Trung cấp nghề,Chính thức,17402724.69,2,,,,,,,,,
Nữ,44,Đại học,Chính thức,21723256.78,3,,,,,,,,,
Nữ,40,Đại học,Chính thức,20309021.31,8,,,,,,,,,
Nam,38,Đại học,Chính thức,17087327.26,6,,,,,,,,,
Nữ,41,Đại học,Chính thức,20586178.36,1,,,,,,,,,
Nam,52,Đại học,Chính thức,26433672.91,2,,,,,,,,,
Nữ,49,Khác,Chính thức,51829919.3,3,,,,,,,,,
Nam,36,Đại học,Chính thức,28698543.1,2,,,,,,,,,
Nam,30,Đại học,Chính thức,14785553.27,2,,,,,,,,,
Nam,32,Thạc sĩ - Tiến sĩ,Chính thức,15715573.85,3,,,,,,,,,
Nữ,30,Thạc sĩ - Tiến sĩ,Chính thức,12759776.54,3,,,,,,,,,
Nữ,42,Đại học,Chính thức,14764383.02,2,,,,,,,,,
Nam,37,THPT,Chính thức,17981274.57,7,,,,,,,,,
Nam,42,Đại học,Chính thức,14544153.68,4,,,,,,,,,
Nam,47,Cao đẳng - Trung cấp nghề,Phi chính thức,39749068.9,4,,,,,,,,,
Nam,39,Đại học,Chính thức,13662746.25,8,,,,,,,,,
Nam,34,Đại học,Chính thức,16242281.68,5,,,,,,,,,
Nam,38,Đại học,Chính thức,15427521.32,6,,,,,,,,,
Nam,40,Khác,Phi chính thức,12442026.85,5,,,,,,,,,
Nam,64,Đại học,Phi chính thức,84610401.7,3,,,,,,,,,
Nam,42,Đại học,Chính thức,15243555.82,3,,,,,,,,,
Nam,62,Khác,Chính thức,13203763.6,4,,,,,,,,,
Nam,47,Đại học,Chính thức,12452023.91,4,,,,,,,,,
Nam,26,Đại học,Chính thức,12740762.52,7,,,,,,,,,
Nam,52,Khác,Chính thức,12350093.11,4,,,,,,,,,
Nam,44,Đại học,Chính thức,13669410.96,3,,,,,,,,,
Nam,36,THPT,Chính thức,14685288.64,4,,,,,,,,,
Nam,42,Đại học,Chính thức,13073703.81,5,,,,,,,,,
Nam,39,Đại học,Chính thức,13804665.29,4,,,,,,,,,
Nam,49,Đại học,Chính thức,12491914.14,2,,,,,,,,,
Nữ,52,Đại học,Chính thức,14261883.76,2,,,,,,,,,
Nam,29,Đại học,Chính thức,12681270.21,6,,,,,,,,,
Nữ,33,THPT,Chính thức,12848671.96,5,,,,,,,,,
Nam,42,Khác,Chính thức,19809021.31,3,,,,,,,,,
Nam,46,Đại học,Chính thức,19170908.34,6,,,,,,,,,
Nam,39,THPT,Chính thức,15231108.5,4,,,,,,,,,
Nam,29,Cao đẳng - Trung cấp nghề,Chính thức,15097912.38,1,,,,,,,,,
Nam,31,THPT,Chính thức,16030089.19,3,,,,,,,,,
Nam,51,Đại học,Chính thức,18770846.27,3,,,,,,,,,
Nam,32,Đại học,Chính thức,15512496.32,4,,,,,,,,,
Nữ,28,Khác,Chính thức,12301087.92,2,,,,,,,,,
Nam,55,Khác,Phi chính thức,13854748.6,2,,,,,,,,,
Nam,32,THPT,Chính thức,14448103.5,4,,,,,,,,,
Nam,55,Đại học,Phi chính thức,16549544.25,4,,,,,,,,,
Nam,17,Khác,Chính thức,24632161.24,3,,,,,,,,,
